employee_id,age,gender,education_level,marital_status,tenure,job_role,department,salary,work_location,performance_rating,projects_completed,training_hours,promotions,overtime_hours,satisfaction_level,work_life_balance,average_monthly_hours_worked,absenteeism,distance_from_home,manager_feedback_score,churn
E00196,40,Male,Bachelor's,Married,7,Developer,HR,92785.00,Remote,3.0,28,20,0,4,0.69,NULL,195,11,14.00,4.7,0
E00197,41,Male,Bachelor's,Married,1,Sales,Sales,57914.00,On-site,3.0,12,28,0,7,0.16,NULL,270,9,14.00,6.4,0
E00198,53,Other,Bachelor's,Married,7,Analyst,Sales,47769.00,On-site,4.0,44,3,0,31,0.78,NULL,214,2,34.00,6.3,0
E00199,28,Male,Bachelor's,Married,5,Analyst,HR,110356.00,On-site,4.0,1,67,0,5,0.13,NULL,269,2,30.00,5.9,0
E00200,54,Female,Bachelor's,Married,6,Developer,HR,47199.00,On-site,5.0,32,0,0,27,0.98,NULL,297,3,24.00,4.2,0
E00201,39,Female,Bachelor's,Married,10,Manager,Sales,84501.00,Hybrid,1.0,13,30,1,18,0.16,NULL,252,10,9.00,2.2,1
E00202,22,Male,PhD,Married,14,Sales,IT,76476.00,On-site,3.0,9,44,0,31,0.59,NULL,191,18,37.00,7.7,0
E00203,32,Female,Master's,Single,12,Developer,IT,33784.00,Remote,3.0,3,80,0,42,0.78,NULL,159,2,34.00,3.3,0
E00204,49,Male,High School,Married,5,Developer,IT,110282.00,Hybrid,3.0,46,70,0,43,0.01,NULL,172,18,34.00,8.5,0
E00205,46,Female,Bachelor's,Married,13,Sales,IT,46705.00,Remote,3.0,15,51,0,16,0.72,NULL,237,2,5.00,3.5,0
E00206,44,Male,PhD,Married,11,Sales,IT,67166.00,On-site,4.0,32,43,0,23,0.22,NULL,169,4,45.00,1.7,0
E00207,52,Female,Master's,Single,8,Manager,IT,54026.00,Remote,1.0,46,49,0,10,0.18,NULL,187,7,46.00,4.0,0
E00208,51,Female,Master's,Married,3,Developer,IT,129147.00,Remote,5.0,12,35,0,11,0.07,NULL,278,1,16.00,6.3,0
E00209,56,Male,Bachelor's,Married,0,Developer,Sales,48955.00,On-site,4.0,4,20,0,24,0.19,NULL,296,8,7.00,8.6,0
E00210,28,Male,Master's,Single,8,Analyst,HR,102130.00,Remote,3.0,7,22,0,38,0.61,NULL,273,7,36.00,4.5,0
E00211,37,Male,Master's,Single,12,Sales,IT,77641.00,Remote,1.0,42,76,0,7,1.00,NULL,250,7,30.00,2.0,1
E00212,47,Male,Bachelor's,Single,9,Developer,Sales,95230.00,On-site,1.0,46,33,0,26,0.57,NULL,191,10,6.00,1.6,0
E00213,23,Female,Bachelor's,Married,7,Developer,Sales,38602.00,Remote,2.0,7,99,0,7,0.60,NULL,194,5,33.00,5.2,0
E00214,22,Female,Bachelor's,Married,0,Analyst,IT,74530.00,On-site,4.0,30,68,0,25,0.39,NULL,194,11,16.00,7.5,1
E00215,33,Male,Bachelor's,Single,12,Developer,Marketing,126364.00,On-site,1.0,20,99,0,35,0.04,NULL,294,19,36.00,5.8,0
E00216,26,Female,Master's,Married,9,Developer,IT,70098.00,On-site,4.0,9,30,0,20,0.73,NULL,262,4,5.00,1.8,0
E00217,58,Female,Master's,Single,5,Analyst,Sales,59822.00,Remote,1.0,20,11,0,17,0.08,NULL,182,12,12.00,2.8,0
E00218,53,Female,Master's,Married,13,Analyst,Marketing,135205.00,On-site,1.0,44,27,0,16,0.72,NULL,179,18,13.00,1.0,0
E00219,30,Male,Master's,Married,9,Analyst,Sales,39015.00,On-site,5.0,10,47,0,23,0.83,NULL,291,16,21.00,8.5,0
E00220,56,Male,Bachelor's,Married,11,Developer,Sales,95279.00,On-site,2.0,23,27,0,47,0.22,NULL,189,4,25.00,1.8,0
E00221,40,Male,Bachelor's,Single,11,Developer,Marketing,65268.00,Remote,4.0,27,6,0,22,0.78,NULL,232,0,7.00,6.3,1
E00222,37,Female,Master's,Married,14,Manager,IT,110042.00,On-site,3.0,30,33,0,14,0.91,NULL,203,4,36.00,4.4,1
E00223,24,Male,Bachelor's,Married,3,Developer,IT,45568.00,Remote,5.0,11,85,0,39,0.56,NULL,298,17,45.00,3.3,0
E00224,41,Male,Bachelor's,Married,14,Manager,Sales,81961.00,Remote,3.0,44,50,0,12,0.43,NULL,202,12,11.00,8.8,1
E00225,45,Male,Bachelor's,Married,14,Developer,Sales,106114.00,On-site,5.0,23,87,0,24,0.55,NULL,225,6,10.00,6.4,0
E00226,54,Female,High School,Married,10,Developer,Sales,81027.00,On-site,1.0,44,77,0,39,0.81,NULL,225,5,49.00,4.4,0
E00227,45,Male,Bachelor's,Single,1,Developer,Marketing,66922.00,On-site,2.0,27,79,0,4,0.62,NULL,285,14,8.00,4.0,0
E00228,32,Male,Bachelor's,Married,2,Developer,IT,101638.00,On-site,4.0,17,10,0,38,0.56,NULL,293,3,32.00,4.0,0
E00229,29,Male,Bachelor's,Married,11,Analyst,Sales,141098.00,Hybrid,1.0,32,93,0,4,0.41,NULL,197,18,18.00,5.7,0
E00230,57,Male,PhD,Married,12,Manager,Marketing,115259.00,On-site,3.0,14,37,0,13,0.03,NULL,176,1,9.00,7.9,0
E00231,59,Female,Master's,Married,11,Developer,HR,122639.00,Remote,2.0,27,41,0,0,0.15,NULL,205,13,37.00,6.5,1
E00232,41,Male,Master's,Divorced,8,Developer,Marketing,104396.00,Remote,3.0,27,6,1,34,0.51,NULL,193,9,2.00,9.2,0
E00233,56,Male,Bachelor's,Married,4,Analyst,IT,41780.00,On-site,4.0,39,45,0,16,0.65,NULL,168,10,33.00,4.3,0
E00234,46,Female,Master's,Single,6,Analyst,Marketing,61664.00,Remote,3.0,40,44,0,43,0.18,NULL,259,11,45.00,7.7,0
E00235,56,Male,Master's,Married,14,Manager,Marketing,147759.00,Remote,2.0,11,2,0,24,0.68,NULL,228,18,31.00,3.0,1
E00236,46,Male,Bachelor's,Single,12,Analyst,IT,102127.00,On-site,4.0,22,78,0,19,0.52,NULL,182,8,45.00,9.5,0
E00237,50,Female,PhD,Married,14,Analyst,HR,114850.00,On-site,1.0,29,56,0,44,0.67,NULL,176,16,43.00,1.6,0
E00238,39,Male,High School,Married,1,Analyst,HR,133978.00,On-site,1.0,23,29,0,32,0.53,NULL,228,14,30.00,3.3,0
E00239,39,Male,Master's,Single,7,Developer,IT,56177.00,Remote,2.0,8,96,0,16,0.43,NULL,174,6,45.00,9.3,0
E00240,23,Male,Bachelor's,Married,2,Analyst,IT,84405.00,On-site,2.0,41,51,0,31,0.31,NULL,245,9,42.00,9.3,0
E00241,56,Male,Bachelor's,Married,0,Sales,IT,136708.00,On-site,2.0,12,80,0,26,0.17,NULL,223,19,24.00,1.5,0
E00242,37,Female,High School,Married,12,Analyst,HR,81298.00,Remote,3.0,41,53,0,30,0.09,NULL,228,17,30.00,7.8,0
E00243,57,Female,Bachelor's,Single,7,Analyst,HR,115262.00,On-site,1.0,19,47,0,16,0.86,NULL,207,7,26.00,6.4,1
E00244,54,Female,Bachelor's,Married,10,Manager,Marketing,135105.00,On-site,1.0,18,83,0,22,0.54,NULL,247,16,32.00,2.9,1
E00245,25,Male,PhD,Divorced,10,Developer,IT,88416.00,On-site,1.0,3,32,0,8,0.99,NULL,295,15,14.00,4.4,0
E00246,54,Male,PhD,Single,8,Developer,Sales,130526.00,On-site,4.0,25,90,0,4,0.84,NULL,279,17,35.00,9.1,0
E00247,35,Female,PhD,Married,7,Developer,IT,133937.00,On-site,5.0,17,19,0,37,0.12,NULL,251,8,41.00,8.8,0
E00248,42,Female,Bachelor's,Single,0,Developer,Sales,84148.00,On-site,2.0,32,97,0,32,0.87,NULL,289,5,38.00,3.1,1
E00249,41,Male,PhD,Single,11,Developer,Marketing,59476.00,On-site,4.0,19,94,0,41,0.78,NULL,150,4,20.00,3.7,0
E00250,29,Male,Bachelor's,Married,6,Developer,IT,102168.00,On-site,5.0,42,4,0,2,0.99,NULL,217,7,33.00,2.9,1
E00251,28,Male,Master's,Single,6,Manager,IT,87074.00,On-site,2.0,20,81,0,26,0.89,NULL,260,13,18.00,4.6,0
E00252,24,Male,Bachelor's,Divorced,3,Analyst,Sales,65369.00,On-site,5.0,39,82,0,45,0.36,NULL,210,6,7.00,9.6,0
E00253,38,Male,Bachelor's,Married,12,Analyst,IT,139874.00,On-site,1.0,22,16,0,21,0.64,NULL,271,10,17.00,6.9,0
E00254,54,Male,PhD,Married,12,Developer,HR,49922.00,Remote,5.0,10,86,0,43,0.64,NULL,179,2,11.00,2.6,0
E00255,33,Female,Master's,Single,12,Analyst,IT,87871.00,On-site,2.0,5,1,0,20,0.94,NULL,299,14,21.00,9.6,0
E00256,43,Female,Bachelor's,Divorced,11,Developer,IT,68603.00,On-site,4.0,5,23,0,47,0.17,NULL,209,18,12.00,6.0,0
E00257,43,Male,Master's,Single,7,Analyst,Sales,88071.00,Remote,2.0,42,50,0,12,0.44,NULL,171,11,11.00,5.4,0
E00258,51,Male,High School,Married,4,Analyst,Marketing,89458.00,On-site,5.0,36,47,0,29,0.58,NULL,273,3,2.00,5.7,0
E00259,59,Female,Master's,Single,12,Analyst,HR,87936.00,On-site,5.0,10,43,0,28,0.01,NULL,241,7,21.00,7.4,0
E00260,59,Male,Bachelor's,Married,11,Manager,IT,142157.00,Remote,2.0,35,0,0,12,0.15,NULL,169,2,37.00,9.3,0
E00261,29,Female,High School,Married,3,Manager,IT,86919.00,On-site,1.0,7,51,0,46,0.65,NULL,202,4,13.00,1.3,0
E00262,48,Male,High School,Married,12,Analyst,Marketing,131801.00,On-site,2.0,23,21,1,18,0.47,NULL,264,15,35.00,8.9,0
E00263,48,Female,High School,Single,4,Manager,Marketing,69487.00,On-site,2.0,42,13,1,24,0.26,NULL,222,10,48.00,1.3,0
E00264,55,Male,Master's,Married,10,Developer,IT,95318.00,On-site,5.0,9,76,0,45,0.19,NULL,282,13,47.00,5.9,0
E00265,42,Male,High School,Married,1,Analyst,Marketing,70326.00,On-site,3.0,42,75,0,40,0.76,NULL,235,9,44.00,6.9,0
E00266,51,Male,Bachelor's,Married,3,Manager,Marketing,53880.00,On-site,5.0,18,70,0,37,0.50,NULL,269,14,8.00,9.8,1
E00267,54,Male,Bachelor's,Single,9,Analyst,IT,84927.00,On-site,5.0,23,65,1,12,0.29,NULL,193,3,3.00,8.8,0
E00268,49,Male,Bachelor's,Single,7,Sales,Sales,60775.00,Hybrid,5.0,32,66,0,24,0.34,NULL,195,17,0.00,2.8,0
E00269,54,Female,Master's,Single,6,Developer,HR,46650.00,On-site,5.0,39,39,1,33,0.76,NULL,159,17,3.00,1.2,0
E00270,26,Male,Bachelor's,Single,11,Sales,IT,49848.00,On-site,1.0,22,35,0,38,0.37,NULL,284,8,15.00,5.4,0
E00271,40,Male,Bachelor's,Single,7,Developer,IT,69680.00,On-site,4.0,6,76,0,27,0.39,NULL,253,0,26.00,6.2,0
E00272,25,Female,Bachelor's,Married,13,Sales,IT,99419.00,On-site,2.0,47,57,0,48,0.52,NULL,200,8,43.00,7.4,1
E00273,56,Female,Bachelor's,Single,6,Analyst,Marketing,76626.00,On-site,2.0,4,38,1,43,0.06,NULL,168,11,21.00,6.1,0
E00274,38,Female,Master's,Married,6,Analyst,Sales,41859.00,Remote,3.0,36,93,0,6,0.72,NULL,292,19,43.00,2.1,0
E00275,49,Female,Bachelor's,Divorced,10,Developer,IT,55778.00,Remote,1.0,47,99,0,20,0.09,NULL,256,2,1.00,8.7,0
E00276,51,Male,Bachelor's,Divorced,6,Sales,HR,33847.00,On-site,3.0,46,36,0,41,0.89,NULL,252,16,24.00,5.1,0
E00277,50,Female,Master's,Married,1,Developer,HR,31606.00,On-site,2.0,24,13,0,24,0.54,NULL,248,19,15.00,2.6,0
E00278,27,Female,Bachelor's,Single,2,Developer,HR,53076.00,Hybrid,3.0,12,63,0,2,0.94,NULL,215,17,33.00,7.5,0
E00279,56,Female,Master's,Single,0,Manager,Sales,101780.00,Remote,5.0,9,25,0,38,0.40,NULL,253,1,27.00,8.3,0
E00280,58,Male,Bachelor's,Married,14,Analyst,HR,123651.00,On-site,5.0,16,39,0,14,0.98,NULL,194,11,21.00,9.7,0
E00281,45,Male,Master's,Single,1,Manager,IT,102324.00,Remote,2.0,39,6,0,35,0.61,NULL,285,15,9.00,1.1,0
E00282,50,Male,High School,Single,9,Analyst,IT,53755.00,Remote,3.0,13,91,0,16,0.12,NULL,168,18,3.00,2.0,0
E00283,52,Female,Bachelor's,Married,5,Analyst,HR,76356.00,On-site,5.0,10,7,0,44,0.56,NULL,218,12,11.00,9.1,1
E00284,56,Female,Bachelor's,Single,1,Analyst,Sales,71427.00,Remote,1.0,45,78,0,19,0.05,NULL,244,12,35.00,3.7,1
E00285,54,Female,Master's,Married,0,Developer,HR,92980.00,Remote,1.0,9,4,0,0,0.44,NULL,156,16,48.00,2.1,0
E00286,42,Male,PhD,Married,14,Manager,Sales,81222.00,Remote,2.0,46,96,0,20,0.67,NULL,241,10,21.00,9.1,0
E00287,53,Female,Bachelor's,Married,7,Analyst,Sales,83944.00,On-site,4.0,45,42,0,43,0.13,NULL,190,2,25.00,6.9,0
E00288,44,Female,Master's,Married,8,Analyst,HR,91766.00,Remote,4.0,40,35,0,12,0.16,NULL,289,9,18.00,4.2,0
E00289,54,Male,Bachelor's,Single,6,Analyst,Marketing,135024.00,On-site,3.0,29,58,0,0,0.76,NULL,200,15,49.00,5.5,0
E00290,24,Female,PhD,Married,2,Analyst,IT,86216.00,Remote,2.0,49,99,0,0,0.27,NULL,279,18,30.00,9.0,0
E00291,39,Male,Master's,Single,0,Analyst,Marketing,112578.00,On-site,2.0,43,2,0,42,0.85,NULL,154,16,40.00,7.7,0
E00292,46,Female,High School,Married,3,Sales,IT,44081.00,On-site,5.0,15,61,0,26,0.61,NULL,271,3,16.00,5.2,0
E00293,52,Female,Master's,Single,12,Analyst,HR,91323.00,Remote,5.0,36,21,0,9,0.55,NULL,193,19,34.00,9.2,0
E00294,24,Female,Bachelor's,Married,9,Manager,HR,142553.00,On-site,1.0,13,21,0,21,0.39,NULL,160,19,34.00,9.4,0
E00295,45,Female,High School,Divorced,14,Analyst,IT,145224.00,Hybrid,1.0,29,95,0,47,0.96,NULL,191,0,44.00,7.4,0
E00296,53,Female,Bachelor's,Single,10,Manager,Marketing,32427.00,On-site,2.0,3,37,0,2,0.62,NULL,182,15,37.00,8.8,0
E00297,43,Male,Master's,Single,2,Analyst,IT,95503.00,Remote,5.0,38,49,0,44,0.08,NULL,276,4,12.00,6.7,1
E00298,44,Male,Master's,Single,14,Analyst,Sales,95531.00,On-site,5.0,2,86,0,28,0.41,NULL,214,14,47.00,7.5,0
E00299,23,Female,Master's,Married,10,Manager,Sales,68890.00,Remote,2.0,20,52,0,49,0.12,NULL,162,1,31.00,8.6,0
E00300,48,Male,PhD,Single,2,Developer,IT,137345.00,Remote,1.0,21,84,0,19,0.73,NULL,268,8,1.00,2.8,0
E00301,23,Male,Master's,Married,1,Developer,Marketing,122285.00,Remote,5.0,3,3,0,17,0.25,NULL,250,13,17.00,1.8,0
E00302,47,Female,High School,Married,10,Analyst,HR,60366.00,Remote,4.0,22,78,0,12,0.02,NULL,268,9,41.00,1.3,0
E00303,38,Female,Bachelor's,Married,9,Developer,Marketing,100460.00,On-site,3.0,3,20,0,13,0.99,NULL,241,19,31.00,3.3,0
E00304,54,Male,High School,Married,2,Analyst,Sales,114011.00,Remote,1.0,5,19,0,0,0.47,NULL,159,3,0.00,3.3,1
E00305,30,Male,High School,Single,10,Manager,Sales,95288.00,Remote,4.0,37,83,0,31,0.03,NULL,286,19,30.00,9.0,1
E00306,50,Male,Bachelor's,Single,4,Analyst,IT,106436.00,Remote,2.0,48,24,0,15,0.45,NULL,158,17,46.00,5.7,0
E00307,47,Male,Bachelor's,Married,14,Developer,Sales,72342.00,Remote,2.0,24,44,0,20,0.27,NULL,185,14,35.00,4.2,0
E00308,56,Male,Master's,Married,3,Manager,IT,124406.00,Remote,3.0,1,63,0,26,0.73,NULL,185,2,17.00,7.0,0
E00309,46,Female,Master's,Single,0,Developer,HR,129980.00,Remote,5.0,32,60,0,21,0.01,NULL,187,12,33.00,6.0,0
E00310,45,Male,Bachelor's,Single,0,Developer,IT,87996.00,Remote,4.0,36,52,0,46,0.14,NULL,170,13,43.00,6.6,1
E00311,34,Male,Master's,Single,0,Developer,IT,99939.00,Remote,5.0,33,94,0,10,0.35,NULL,244,17,33.00,4.4,0
E00312,28,Male,Bachelor's,Single,11,Manager,IT,70731.00,Remote,4.0,25,67,0,9,0.40,NULL,231,2,0.00,5.4,0
E00313,57,Other,Master's,Single,9,Manager,Marketing,53908.00,On-site,2.0,14,55,1,46,0.49,NULL,162,19,47.00,3.5,1
E00314,41,Male,Bachelor's,Married,8,Manager,Sales,41352.00,Remote,2.0,20,92,0,19,0.35,NULL,276,17,35.00,7.5,0
E00315,22,Male,Bachelor's,Married,8,Sales,Sales,78301.00,Hybrid,5.0,16,98,0,37,0.40,NULL,210,3,32.00,4.5,0
E00316,29,Male,Master's,Single,8,Developer,Sales,123871.00,On-site,5.0,46,93,0,32,0.48,NULL,174,10,48.00,7.5,1
E00317,37,Female,Bachelor's,Married,14,Developer,Sales,53916.00,On-site,4.0,19,57,0,49,0.93,NULL,195,4,10.00,8.0,0
E00318,35,Female,Bachelor's,Single,9,Developer,IT,124681.00,On-site,3.0,47,72,0,28,0.53,NULL,184,15,31.00,2.9,0
E00319,33,Male,Bachelor's,Married,3,Developer,Sales,34455.00,On-site,2.0,7,36,0,38,0.43,NULL,285,2,20.00,1.6,0
E00320,44,Male,Bachelor's,Married,3,Analyst,Marketing,89815.00,Hybrid,4.0,6,4,0,5,0.05,NULL,210,15,36.00,3.6,0
E00321,36,Male,PhD,Married,13,Developer,IT,67878.00,On-site,1.0,0,17,0,45,0.15,NULL,258,9,18.00,5.6,0
E00322,49,Female,High School,Single,13,Developer,Sales,131429.00,Remote,5.0,2,32,0,12,0.76,NULL,164,16,44.00,9.7,0
E00323,55,Female,Master's,Single,9,Analyst,HR,67530.00,Remote,2.0,37,12,0,33,0.96,NULL,233,7,22.00,8.2,0
E00324,23,Male,High School,Married,6,Analyst,IT,48766.00,Remote,3.0,37,32,0,41,0.38,NULL,245,8,44.00,3.1,1
E00325,53,Male,Bachelor's,Single,12,Developer,Marketing,125106.00,On-site,3.0,33,39,0,11,0.96,NULL,240,14,15.00,8.5,0
E00326,44,Male,High School,Single,2,Manager,IT,110476.00,On-site,1.0,30,65,0,20,0.33,NULL,256,9,29.00,3.0,0
E00327,43,Male,Master's,Single,9,Developer,IT,134542.00,On-site,5.0,7,11,0,5,0.95,NULL,187,18,30.00,2.8,0
E00328,46,Female,High School,Married,2,Analyst,Marketing,145002.00,On-site,5.0,24,92,0,7,0.61,NULL,162,11,1.00,3.5,0
E00329,43,Male,Bachelor's,Single,3,Analyst,Sales,38679.00,On-site,4.0,27,92,0,26,0.03,NULL,271,19,17.00,4.2,1
E00330,43,Male,Bachelor's,Divorced,10,Developer,IT,141990.00,On-site,1.0,24,46,0,17,0.08,NULL,218,1,44.00,4.4,0
E00331,27,Male,High School,Married,5,Developer,IT,90279.00,On-site,3.0,0,47,1,32,0.98,NULL,289,5,8.00,1.4,0
E00332,36,Female,Master's,Single,0,Analyst,Marketing,43329.00,On-site,3.0,15,22,0,21,0.31,NULL,296,3,13.00,6.1,1
E00333,58,Female,Bachelor's,Married,10,Sales,IT,94151.00,On-site,1.0,2,39,0,5,0.01,NULL,261,8,6.00,9.7,0
E00334,54,Male,Bachelor's,Single,13,Sales,HR,69740.00,Remote,1.0,42,4,0,41,0.08,NULL,170,2,24.00,8.6,0
E00335,29,Male,Bachelor's,Married,2,Developer,IT,111894.00,Remote,3.0,47,35,0,38,0.53,NULL,252,6,9.00,6.4,0
E00336,26,Male,Bachelor's,Married,11,Developer,Marketing,57260.00,Remote,1.0,36,30,1,16,0.23,NULL,216,3,3.00,8.2,0
E00337,25,Male,Bachelor's,Married,14,Developer,Sales,94373.00,Remote,1.0,47,22,0,6,0.75,NULL,208,10,34.00,7.9,0
E00338,27,Male,High School,Married,14,Analyst,HR,61672.00,On-site,5.0,13,15,0,1,0.88,NULL,223,2,28.00,3.4,1
E00339,53,Female,Bachelor's,Single,4,Sales,Sales,115803.00,Remote,1.0,13,71,0,41,0.36,NULL,243,6,12.00,3.7,0
E00340,51,Female,Bachelor's,Divorced,10,Analyst,Marketing,71646.00,On-site,3.0,41,8,0,14,0.70,NULL,156,7,14.00,7.8,1
E00341,56,Female,Bachelor's,Married,14,Manager,Marketing,113911.00,On-site,2.0,48,53,0,40,0.72,NULL,273,1,13.00,1.7,0
E00342,37,Male,Master's,Single,3,Sales,Sales,65695.00,On-site,3.0,48,65,0,39,0.47,NULL,230,4,21.00,9.1,0
E00343,34,Female,Master's,Single,7,Analyst,Sales,47828.00,On-site,5.0,39,17,0,30,0.26,NULL,155,1,8.00,9.0,0
E00344,51,Female,Bachelor's,Single,8,Developer,IT,75092.00,On-site,1.0,14,46,0,9,0.76,NULL,151,8,43.00,5.3,1
E00345,40,Male,Bachelor's,Single,7,Analyst,IT,105692.00,Hybrid,3.0,22,82,0,43,0.05,NULL,284,16,24.00,7.3,1
E00346,38,Male,Master's,Married,10,Sales,Sales,60439.00,Remote,4.0,1,36,0,2,0.08,NULL,250,0,2.00,2.0,0
E00347,40,Male,Master's,Single,10,Developer,Sales,33019.00,On-site,2.0,27,39,0,0,0.12,NULL,162,4,40.00,5.9,0
E00348,49,Male,Bachelor's,Divorced,8,Sales,Marketing,119459.00,Remote,3.0,42,71,1,39,0.32,NULL,165,4,8.00,9.7,0
E00349,47,Male,Master's,Single,13,Sales,IT,50348.00,Remote,1.0,38,80,1,17,0.30,NULL,258,15,41.00,9.4,0
E00350,58,Female,Master's,Single,14,Manager,Sales,80664.00,On-site,5.0,10,68,0,43,0.32,NULL,294,5,26.00,2.9,0
E00351,47,Male,Bachelor's,Single,13,Analyst,Sales,136394.00,Remote,2.0,26,71,0,40,0.10,NULL,157,10,17.00,7.2,0
E00352,44,Female,Bachelor's,Single,13,Developer,Sales,78430.00,Hybrid,4.0,21,73,0,5,0.42,NULL,208,2,18.00,4.0,0
E00353,30,Male,Master's,Married,7,Developer,IT,127838.00,On-site,4.0,13,2,0,39,0.48,NULL,241,16,49.00,4.8,0
E00354,33,Female,Bachelor's,Married,9,Analyst,Sales,71983.00,Remote,1.0,16,66,0,23,0.88,NULL,161,13,2.00,8.0,0
E00355,22,Male,Master's,Single,12,Sales,IT,31950.00,Remote,4.0,38,94,0,9,0.93,NULL,236,3,28.00,9.3,0
E00356,22,Female,Master's,Married,0,Analyst,Sales,52732.00,Remote,2.0,1,90,0,36,0.33,NULL,297,1,14.00,3.3,1
E00357,55,Male,Master's,Married,6,Developer,Sales,81470.00,Hybrid,4.0,29,91,0,7,0.96,NULL,259,15,35.00,8.6,0
E00358,53,Male,Bachelor's,Married,13,Developer,HR,77285.00,On-site,1.0,28,37,0,24,0.48,NULL,214,17,38.00,9.4,0
E00359,46,Female,High School,Married,8,Developer,Sales,31732.00,Remote,4.0,38,99,0,41,0.84,NULL,154,8,36.00,7.4,0
E00360,22,Male,High School,Married,0,Analyst,Marketing,85081.00,Remote,5.0,49,26,0,2,0.01,NULL,223,8,3.00,4.4,0
E00361,37,Female,Master's,Married,9,Manager,IT,63398.00,On-site,2.0,19,15,0,22,0.08,NULL,260,18,45.00,7.5,0
E00362,26,Female,Master's,Single,0,Analyst,Sales,73288.00,Remote,1.0,31,14,0,24,0.42,NULL,295,1,5.00,7.2,0
E00363,43,Male,Bachelor's,Single,9,Analyst,IT,65851.00,Hybrid,1.0,0,71,0,49,0.40,NULL,188,13,36.00,7.0,0
E00364,50,Male,High School,Married,12,Analyst,Sales,36128.00,On-site,5.0,34,48,0,38,0.46,NULL,221,9,8.00,9.9,0
E00365,24,Female,Master's,Married,1,Developer,HR,107064.00,Hybrid,1.0,20,27,0,8,0.26,NULL,284,12,16.00,4.9,0
E00366,33,Male,PhD,Married,12,Analyst,HR,110508.00,On-site,3.0,5,78,0,6,0.58,NULL,298,2,41.00,2.1,1
E00367,47,Female,Bachelor's,Divorced,4,Analyst,Sales,94345.00,On-site,1.0,18,59,0,31,0.74,NULL,273,15,30.00,2.8,0
E00368,37,Female,Bachelor's,Single,12,Sales,HR,69204.00,On-site,4.0,34,23,0,21,0.13,NULL,150,12,19.00,8.1,0
E00369,58,Male,Master's,Married,11,Developer,IT,101816.00,Hybrid,1.0,15,68,0,7,0.55,NULL,163,2,49.00,5.3,0
E00370,43,Male,Master's,Married,7,Manager,Marketing,75252.00,Remote,2.0,12,69,0,15,0.24,NULL,182,4,27.00,2.0,0
E00371,50,Female,PhD,Married,12,Developer,Sales,56294.00,On-site,1.0,13,59,0,42,0.89,NULL,164,6,2.00,1.3,1
E00372,35,Male,High School,Married,7,Sales,Sales,117853.00,Remote,2.0,9,54,1,24,0.91,NULL,199,9,49.00,4.8,1
E00373,49,Male,Bachelor's,Single,9,Sales,Sales,103640.00,On-site,5.0,12,4,1,21,0.71,NULL,162,5,44.00,7.8,0
E00374,26,Male,Bachelor's,Single,3,Developer,Sales,117134.00,Remote,3.0,31,24,0,46,0.17,NULL,231,8,20.00,2.7,0
E00375,51,Female,Master's,Divorced,6,Developer,IT,98843.00,On-site,4.0,29,39,0,26,0.95,NULL,182,10,4.00,1.2,0
E00376,26,Male,Master's,Single,6,Analyst,IT,94100.00,On-site,3.0,5,6,0,13,0.74,NULL,215,5,4.00,9.7,1
E00377,33,Male,PhD,Married,8,Developer,IT,50486.00,Remote,3.0,12,30,0,48,0.10,NULL,278,14,22.00,2.2,0
E00378,37,Female,Bachelor's,Married,14,Developer,HR,36532.00,On-site,5.0,17,60,0,14,0.58,NULL,193,19,11.00,2.7,0
E00379,47,Male,Master's,Single,8,Analyst,IT,72931.00,Remote,1.0,17,2,1,35,0.62,NULL,251,9,25.00,6.9,0
E00380,47,Male,Bachelor's,Married,2,Analyst,Sales,53676.00,Remote,3.0,22,51,0,12,0.59,NULL,247,5,19.00,4.7,1
E00381,42,Other,Bachelor's,Married,12,Analyst,IT,127488.00,On-site,4.0,35,81,0,23,0.54,NULL,235,8,1.00,9.3,0
E00382,57,Female,Bachelor's,Divorced,14,Developer,Sales,75732.00,Remote,2.0,27,63,0,3,0.07,NULL,212,18,18.00,9.5,0
E00383,54,Female,Master's,Single,10,Analyst,Sales,44139.00,On-site,5.0,48,92,1,20,0.20,NULL,293,7,4.00,7.1,0
E00384,51,Male,PhD,Married,7,Developer,IT,104714.00,On-site,5.0,5,64,0,26,0.93,NULL,296,0,17.00,4.9,0
E00385,58,Female,Bachelor's,Married,4,Developer,IT,145200.00,Remote,3.0,15,55,0,30,0.77,NULL,183,19,20.00,2.5,0
E00386,44,Male,High School,Divorced,14,Analyst,Sales,39721.00,Remote,1.0,24,28,0,18,0.57,NULL,164,18,5.00,1.8,0
E00387,31,Male,Master's,Divorced,4,Sales,Sales,144304.00,Remote,3.0,11,58,0,17,0.58,NULL,201,9,49.00,7.2,0
E00388,26,Male,Bachelor's,Married,7,Analyst,Sales,145405.00,Remote,2.0,41,39,0,42,0.30,NULL,195,4,48.00,1.1,1
E00389,57,Male,PhD,Single,14,Manager,IT,61220.00,Hybrid,3.0,27,32,0,5,0.32,NULL,241,6,12.00,6.6,0
E00390,55,Female,Bachelor's,Single,5,Manager,Marketing,118507.00,On-site,1.0,28,87,0,9,0.13,NULL,263,4,27.00,5.9,0
E00391,52,Male,High School,Married,9,Analyst,Sales,124683.00,On-site,5.0,26,34,0,7,0.93,NULL,218,6,7.00,4.3,1
